Date,Open,High,Low,Close,Adj Close,Volume
2018-06-11,9.570000,9.580000,9.570000,9.580000,9.580000,402600
2018-06-12,9.560000,9.560000,9.560000,9.560000,9.560000,300000
2018-06-13,9.570000,9.580000,9.560000,9.570000,9.570000,179100
2018-06-14,9.570000,9.570000,9.570000,9.570000,9.570000,0
2018-06-15,9.570000,9.570000,9.570000,9.570000,9.570000,0
2018-06-18,9.540000,9.580000,9.540000,9.580000,9.580000,300
2018-06-19,9.570000,9.570000,9.570000,9.570000,9.570000,300500
2018-06-20,9.540000,9.590000,9.540000,9.590000,9.590000,900
2018-06-21,9.590000,9.590000,9.590000,9.590000,9.590000,0
2018-06-22,9.580000,9.580000,9.580000,9.580000,9.580000,100
2018-06-25,9.580000,9.580000,9.580000,9.580000,9.580000,0
2018-06-26,9.540000,9.590000,9.540000,9.580000,9.580000,658100
2018-06-27,9.580000,9.580000,9.580000,9.580000,9.580000,0
2018-06-28,9.580000,9.580000,9.580000,9.580000,9.580000,0
2018-06-29,9.580000,9.580000,9.580000,9.580000,9.580000,0
2018-07-02,9.580000,9.580000,9.580000,9.580000,9.580000,0
2018-07-03,9.580000,9.580000,9.580000,9.580000,9.580000,0
2018-07-05,9.580000,9.580000,9.580000,9.580000,9.580000,0
2018-07-06,9.580000,9.580000,9.580000,9.580000,9.580000,0
2018-07-09,9.580000,9.580000,9.580000,9.580000,9.580000,0
2018-07-10,9.540000,9.540000,9.540000,9.540000,9.540000,100000
2018-07-11,9.540000,9.540000,9.540000,9.540000,9.540000,100000
2018-07-12,9.540000,9.540000,9.540000,9.540000,9.540000,170000
2018-07-13,9.540000,9.540000,9.540000,9.540000,9.540000,11300
2018-07-16,9.530000,9.590000,9.520000,9.544000,9.544000,551500
2018-07-17,9.540000,9.570000,9.540000,9.570000,9.570000,201100
2018-07-18,9.567000,9.567000,9.550000,9.550000,9.550000,125900
2018-07-19,9.543000,9.543000,9.540000,9.541000,9.541000,80000
2018-07-20,9.541000,9.541000,9.541000,9.541000,9.541000,0
2018-07-23,9.544000,9.544000,9.544000,9.544000,9.544000,1000
2018-07-24,9.547000,9.550000,9.547000,9.550000,9.550000,4400
2018-07-25,9.550000,9.550000,9.550000,9.550000,9.550000,21300
2018-07-26,9.550000,9.550000,9.540000,9.540000,9.540000,350000
2018-07-27,9.540000,9.540000,9.540000,9.540000,9.540000,0
2018-07-30,9.550000,9.550000,9.550000,9.550000,9.550000,51900
2018-07-31,9.568000,9.568000,9.560000,9.560000,9.560000,6500
2018-08-01,9.568000,9.568000,9.550000,9.550000,9.550000,6600
2018-08-02,9.550000,9.550000,9.550000,9.550000,9.550000,0
2018-08-03,9.550000,9.550000,9.550000,9.550000,9.550000,300
2018-08-06,9.550000,9.550000,9.550000,9.550000,9.550000,21000
2018-08-07,9.550000,9.550000,9.550000,9.550000,9.550000,0
2018-08-08,9.550000,9.550000,9.550000,9.550000,9.550000,0
2018-08-09,9.550000,9.550000,9.550000,9.550000,9.550000,0
2018-08-10,9.550000,9.550000,9.550000,9.550000,9.550000,0
2018-08-13,9.550000,9.550000,9.550000,9.550000,9.550000,0
2018-08-14,9.550000,9.550000,9.550000,9.550000,9.550000,0
2018-08-15,9.510000,9.570000,9.510000,9.560000,9.560000,20800
2018-08-16,9.560000,9.560000,9.560000,9.560000,9.560000,0
2018-08-17,9.560000,9.560000,9.560000,9.560000,9.560000,0
2018-08-20,9.600000,9.600000,9.580000,9.580000,9.580000,1100
2018-08-21,9.580000,9.580000,9.580000,9.580000,9.580000,0
2018-08-22,9.640000,9.640000,9.520000,9.570000,9.570000,285100
2018-08-23,9.580000,9.580000,9.560000,9.580000,9.580000,5800
2018-08-24,9.580000,9.580000,9.560000,9.580000,9.580000,5200
2018-08-27,9.580000,9.580000,9.550000,9.570000,9.570000,27000
2018-08-28,9.550000,9.580000,9.550000,9.570000,9.570000,76700
2018-08-29,9.580000,9.580000,9.540000,9.580000,9.580000,354700
2018-08-30,9.580000,9.580000,9.580000,9.580000,9.580000,5000
2018-08-31,9.580000,9.580000,9.580000,9.580000,9.580000,14100
2018-09-04,9.580000,9.580000,9.550000,9.570000,9.570000,505200
2018-09-05,9.570000,9.570000,9.570000,9.570000,9.570000,4700
2018-09-06,9.580000,9.650000,9.570000,9.600000,9.600000,1991300
2018-09-07,9.600000,9.600000,9.570000,9.590000,9.590000,154800
2018-09-10,9.580000,9.590000,9.570000,9.590000,9.590000,283400
2018-09-11,9.590000,9.590000,9.590000,9.590000,9.590000,0
2018-09-12,9.590000,9.590000,9.590000,9.590000,9.590000,0
