Date,Open,High,Low,Close,Adj Close,Volume
2020-05-27,9.350000,9.350000,9.350000,9.350000,9.350000,9100
2020-05-28,9.350000,9.350000,9.350000,9.350000,9.350000,0
2020-05-29,11.000000,11.000000,10.690000,10.690000,10.690000,300
2020-06-01,10.690000,10.690000,10.690000,10.690000,10.690000,0
2020-06-02,9.610000,9.610000,9.610000,9.610000,9.610000,200
2020-06-03,9.610000,9.610000,9.610000,9.610000,9.610000,0
2020-06-04,9.610000,9.610000,9.610000,9.610000,9.610000,0
2020-06-05,9.610000,9.610000,9.610000,9.610000,9.610000,100
2020-06-08,9.610000,9.610000,9.610000,9.610000,9.610000,0
2020-06-09,9.610000,9.610000,9.610000,9.610000,9.610000,0
2020-06-10,9.745000,9.745000,9.722000,9.722000,9.722000,300
2020-06-11,9.750000,9.750000,9.750000,9.750000,9.750000,200
2020-06-12,9.650000,9.650000,9.650000,9.650000,9.650000,1400
2020-06-15,9.750000,9.750000,9.750000,9.750000,9.750000,20200
2020-06-16,9.750000,9.750000,9.731000,9.740000,9.740000,400
2020-06-17,9.740000,9.740000,9.740000,9.740000,9.740000,100
2020-06-18,9.750000,10.680000,9.750000,10.680000,10.680000,4600
2020-06-19,10.680000,10.680000,10.680000,10.680000,10.680000,0
2020-06-22,10.000000,10.000000,9.950000,9.950000,9.950000,2000
2020-06-23,10.000000,10.000000,9.950000,9.950000,9.950000,1400
2020-06-24,9.950000,9.950000,9.950000,9.950000,9.950000,0
2020-06-25,9.950000,9.950000,9.950000,9.950000,9.950000,0
2020-06-26,9.950000,9.950000,9.950000,9.950000,9.950000,0
2020-06-29,10.700000,10.700000,9.960000,9.960000,9.960000,300
2020-06-30,9.960000,9.960000,9.960000,9.960000,9.960000,0
2020-07-01,10.080000,10.125000,10.080000,10.125000,10.125000,1200
2020-07-02,9.990000,9.990000,9.990000,9.990000,9.990000,100
2020-07-06,9.989000,9.989000,9.989000,9.989000,9.989000,300
2020-07-07,9.989000,9.989000,9.989000,9.989000,9.989000,0
2020-07-08,10.060000,10.100000,10.060000,10.100000,10.100000,3000
2020-07-09,9.983000,9.983000,9.983000,9.983000,9.983000,100
2020-07-10,9.850000,10.100000,9.850000,10.100000,10.100000,43700
2020-07-13,10.100000,10.200000,10.100000,10.200000,10.200000,15400
2020-07-14,9.950000,10.100000,9.940000,10.100000,10.100000,600
2020-07-15,10.130000,10.200000,10.120000,10.120000,10.120000,60000
2020-07-16,10.120000,10.120000,10.120000,10.120000,10.120000,0
2020-07-17,10.120000,10.120000,10.120000,10.120000,10.120000,0
2020-07-20,10.040000,10.040000,10.040000,10.040000,10.040000,100
2020-07-21,10.060000,10.060000,10.050000,10.060000,10.060000,9500
2020-07-22,10.210000,10.210000,10.200000,10.210000,10.210000,1700
2020-07-23,10.110000,10.160000,9.800000,9.800000,9.800000,2100
2020-07-24,10.100000,10.120000,10.020000,10.020000,10.020000,1500
2020-07-27,10.000000,10.000000,10.000000,10.000000,10.000000,100
2020-07-28,10.000000,10.000000,10.000000,10.000000,10.000000,0
2020-07-29,10.000000,10.000000,10.000000,10.000000,10.000000,0
2020-07-30,10.135000,10.135000,10.135000,10.135000,10.135000,1000
2020-07-31,10.135000,10.135000,10.135000,10.135000,10.135000,0
2020-08-03,10.020000,10.080000,10.000000,10.020000,10.020000,16900
2020-08-04,10.020000,10.020000,10.010000,10.010000,10.010000,2600
2020-08-05,10.040000,10.090000,10.010000,10.010000,10.010000,1200
2020-08-06,10.010000,10.010000,10.010000,10.010000,10.010000,0
2020-08-07,10.020000,10.030000,10.010000,10.030000,10.030000,2400
2020-08-10,10.020000,10.020000,10.010000,10.010000,10.010000,1100
2020-08-11,10.010000,10.020000,10.010000,10.010000,10.010000,700
2020-08-12,10.390000,10.390000,10.000000,10.000000,10.000000,1700
2020-08-13,10.000000,10.000000,10.000000,10.000000,10.000000,47400
2020-08-14,10.010000,10.040000,10.007000,10.010000,10.010000,3500
2020-08-17,10.010000,10.010000,10.010000,10.010000,10.010000,0
2020-08-18,10.030000,10.030000,10.030000,10.030000,10.030000,200
2020-08-19,10.030000,10.030000,10.010000,10.010000,10.010000,1100
2020-08-20,10.000000,10.000000,9.970000,9.970000,9.970000,32600
2020-08-21,9.970000,9.970000,9.970000,9.970000,9.970000,0
2020-08-24,10.255000,10.255000,10.255000,10.255000,10.255000,100
2020-08-25,10.030000,10.030000,10.030000,10.030000,10.030000,400
2020-08-26,9.970000,9.970000,9.970000,9.970000,9.970000,500
2020-08-27,9.970000,9.970000,9.970000,9.970000,9.970000,0
2020-08-28,9.970000,9.970000,9.970000,9.970000,9.970000,0
2020-08-31,10.000000,10.050000,9.970000,10.050000,10.050000,10600
2020-09-01,9.970000,9.970000,9.970000,9.970000,9.970000,100
2020-09-02,9.970000,9.970000,9.970000,9.970000,9.970000,0
2020-09-03,10.000000,10.000000,9.950000,9.950000,9.950000,20300
2020-09-04,10.140000,10.140000,10.091000,10.091000,10.091000,900
2020-09-08,9.950000,9.950000,9.950000,9.950000,9.950000,400
2020-09-09,9.950000,9.950000,9.950000,9.950000,9.950000,0
2020-09-10,9.950000,9.950000,9.950000,9.950000,9.950000,0
2020-09-11,10.120000,10.129000,10.071000,10.071000,10.071000,1000
2020-09-14,10.080000,10.080000,10.080000,10.080000,10.080000,100
2020-09-15,10.100000,10.110000,10.100000,10.110000,10.110000,4500
2020-09-16,10.120000,10.160000,10.100000,10.160000,10.160000,3600
2020-09-17,10.100000,10.220000,10.000000,10.220000,10.220000,10500
2020-09-18,10.310000,10.310000,10.250000,10.250000,10.250000,1900
2020-09-21,10.200000,10.200000,10.200000,10.200000,10.200000,100
2020-09-22,10.000000,10.000000,10.000000,10.000000,10.000000,1000
2020-09-23,10.100000,10.190000,10.100000,10.100000,10.100000,2300
2020-09-24,10.100000,10.100000,10.100000,10.100000,10.100000,0
2020-09-25,10.100000,10.100000,10.100000,10.100000,10.100000,0
2020-09-28,10.500000,10.500000,10.500000,10.500000,10.500000,600
2020-09-29,11.750000,12.740000,11.500000,12.600000,12.600000,928200
2020-09-30,12.700000,12.850000,12.090000,12.400000,12.400000,69700
2020-10-01,12.500000,12.900000,12.280000,12.900000,12.900000,239400
2020-10-02,12.690000,12.900000,12.675000,12.850000,12.850000,150400
2020-10-05,13.000000,14.720000,13.000000,13.500000,13.500000,97200
2020-10-06,13.500000,14.250000,13.352000,13.500000,13.500000,48100
2020-10-07,13.650000,13.900000,13.490000,13.550000,13.550000,180900
2020-10-08,13.590000,13.600000,13.400000,13.450000,13.450000,96700
2020-10-09,13.410000,13.900000,13.197000,13.500000,13.500000,27200
2020-10-12,13.060000,13.500000,13.060000,13.325000,13.325000,123700
2020-10-13,13.395000,13.400000,13.200000,13.330000,13.330000,45800
2020-10-14,13.380000,13.400000,13.000000,13.357000,13.357000,12500
2020-10-15,13.200000,13.400000,13.000000,13.380000,13.380000,19900
2020-10-16,13.250000,13.400000,13.230000,13.400000,13.400000,23300
2020-10-19,13.480000,13.540000,13.250000,13.400000,13.400000,6200
2020-10-20,13.480000,14.050000,13.480000,13.960000,13.960000,25100
2020-10-21,14.190000,14.200000,13.730000,14.200000,14.200000,9500
2020-10-22,14.500000,14.500000,14.000000,14.500000,14.500000,18900
2020-10-23,14.230000,14.590000,14.200000,14.200000,14.200000,3300
2020-10-26,14.480000,14.850000,14.350000,14.550000,14.550000,30000
2020-10-27,14.560000,14.980000,14.500000,14.810000,14.810000,26300
2020-10-28,14.760000,14.980000,14.660000,14.750000,14.750000,17700
2020-10-29,14.622000,15.500000,14.622000,15.500000,15.500000,37500
2020-10-30,15.310000,15.500000,15.210000,15.480000,15.480000,18200
2020-11-02,15.500000,15.500000,15.375000,15.500000,15.500000,33100
2020-11-03,15.100000,15.790000,15.100000,15.540000,15.540000,7200
2020-11-04,15.500000,15.760000,15.260000,15.500000,15.500000,12600
2020-11-05,15.550000,15.550000,15.455000,15.490000,15.490000,7200
2020-11-06,15.750000,15.750000,15.550000,15.630000,15.630000,4600
2020-11-09,16.129999,16.671000,15.440000,15.800000,15.800000,9600
2020-11-10,15.839000,16.740000,15.750000,16.320000,16.320000,10200
2020-11-11,16.450001,16.500000,16.000000,16.070000,16.070000,6300
2020-11-12,16.059999,16.200001,15.510000,16.200001,16.200001,8900
2020-11-13,16.000000,16.250000,15.940000,16.250000,16.250000,6100
2020-11-16,15.740000,16.400000,15.740000,16.000000,16.000000,17100
2020-11-17,16.230000,16.250000,15.940000,16.250000,16.250000,4600
2020-11-18,16.250000,16.250000,15.997000,16.200001,16.200001,29000
2020-11-19,16.250000,16.410000,16.000000,16.400000,16.400000,17900
2020-11-20,16.010000,16.670000,16.010000,16.400000,16.400000,6800
2020-11-23,16.700001,16.855000,16.139999,16.780001,16.780001,4100
2020-11-24,16.714001,16.950001,16.299999,16.309999,16.309999,5000
2020-11-25,16.650000,16.900000,16.160000,16.389999,16.389999,6900
2020-11-27,16.049999,16.530001,16.000000,16.420000,16.420000,7700
2020-11-30,16.417000,16.900000,16.094999,16.500000,16.500000,21200
2020-12-01,16.400000,16.900000,16.320000,16.400000,16.400000,4300
2020-12-02,16.440001,16.500000,16.440001,16.440001,16.440001,1400
2020-12-03,16.469999,16.469999,16.469999,16.469999,16.469999,400
2020-12-04,16.158001,17.000000,16.158001,16.309999,16.309999,5300
2020-12-07,16.459999,16.459999,15.600000,15.980000,15.980000,4500
2020-12-08,15.700000,16.490000,14.637000,15.850000,15.850000,11400
2020-12-09,15.583000,15.950000,14.790000,15.500000,15.500000,5000
2020-12-10,15.400000,15.445000,15.200000,15.200000,15.200000,1600
2020-12-11,15.200000,15.210000,15.200000,15.210000,15.210000,500
2020-12-14,14.960000,16.750000,14.500000,15.990000,15.990000,42400
2020-12-15,16.000000,16.459999,15.750000,16.000000,16.000000,36400
2020-12-16,16.049999,16.309999,15.510000,16.309999,16.309999,17900
2020-12-17,15.996000,16.270000,15.996000,16.150000,16.150000,58200
2020-12-18,16.010000,16.740000,15.901000,16.740000,16.740000,16100
2020-12-21,17.000000,19.850000,16.000000,18.600000,18.600000,45400
2020-12-22,19.000000,19.700001,16.940001,17.700001,17.700001,35500
2020-12-23,18.000000,19.440001,16.350000,19.000000,19.000000,61200
2020-12-24,20.000000,21.010000,18.930000,19.559999,19.559999,16400
2020-12-28,20.120001,20.120001,17.549999,19.950001,19.950001,16300
2020-12-29,19.500000,20.500000,18.584999,20.500000,20.500000,30300
2020-12-30,20.000000,20.150000,18.693001,20.000000,20.000000,20500
2020-12-31,18.780001,22.280001,18.780001,20.910000,20.910000,69700
2021-01-04,22.270000,22.270000,19.129999,20.000000,20.000000,82400
2021-01-05,20.000000,20.510000,19.000000,19.450001,19.450001,71100
2021-01-06,19.709999,21.299999,19.709999,20.350000,20.350000,73800
2021-01-07,20.930000,22.940001,20.709999,21.240000,21.240000,68500
2021-01-08,21.290001,21.709999,19.450001,21.400000,21.400000,83300
2021-01-11,20.419001,21.250000,20.419001,21.000000,21.000000,22700
2021-01-12,21.000000,21.000000,19.480000,19.820000,19.820000,63900
2021-01-13,19.930000,20.820000,19.650000,20.209999,20.209999,25600
2021-01-14,20.480000,20.500000,19.500000,20.200001,20.200001,86700
2021-01-15,20.010000,21.040001,19.850000,21.000000,21.000000,160000
2021-01-19,21.150000,21.250000,20.000000,21.000000,21.000000,112300
2021-01-20,21.000000,22.730000,20.049999,21.670000,21.670000,125400
2021-01-21,22.100000,22.820000,21.020000,21.469999,21.469999,50300
2021-01-22,22.000000,22.000000,20.600000,20.809999,20.809999,82400
2021-01-25,20.370001,21.799999,19.709999,20.930000,20.930000,24800
2021-01-26,20.500000,21.170000,19.830000,20.370001,20.370001,35100
2021-01-27,19.770000,20.719999,17.809999,18.730000,18.730000,157600
2021-01-28,18.969999,19.780001,18.520000,18.570000,18.570000,59100
